"DZ_CODE","UR2FOLD","UR6FOLD","UR8FOLD"
"S01002304",1,1,1
"S01002305",1,1,1
"S01002306",1,1,1
"S01002307",1,1,1
"S01002308",1,1,1
"S01002309",1,1,1
"S01002310",1,1,1
"S01002311",1,1,1
"S01002312",1,1,1
"S01002313",1,1,1
"S01002314",1,1,1
"S01002315",1,1,1
"S01002316",1,1,1
"S01002317",1,1,1
"S01002318",1,1,1
"S01002319",1,1,1
"S01002320",1,1,1
"S01002321",1,1,1
"S01002322",1,1,1
"S01002323",1,1,1
"S01002324",1,1,1
"S01002325",1,1,1
"S01002326",1,1,1
"S01003025",1,1,1
"S01003027",1,1,1
"S01003028",1,1,1
"S01003029",1,1,1
"S01003030",1,1,1
"S01003032",1,1,1
"S01003033",1,1,1
"S01003034",1,1,1
"S01003035",1,1,1
"S01003036",1,1,1
"S01003037",1,1,1
"S01003038",1,1,1
"S01003039",1,1,1
"S01003040",1,1,1
"S01003041",1,1,1
"S01003042",1,1,1
"S01003043",1,1,1
"S01003044",1,1,1
"S01003045",1,1,1
"S01003046",1,1,1
"S01003047",1,1,1
"S01003048",1,1,1
"S01003049",1,1,1
"S01003050",1,1,1
"S01003051",1,1,1
"S01003052",1,1,1
"S01003053",1,1,1
"S01003054",1,1,1
"S01003055",1,1,1
"S01003056",1,1,1
"S01003057",1,1,1
"S01003058",1,1,1
"S01003059",1,1,1
"S01003060",1,1,1
"S01003061",1,1,1
"S01003062",1,1,1
"S01003063",1,1,1
"S01003064",1,1,1
"S01003065",1,1,1
"S01003066",1,1,1
"S01003067",1,1,1
"S01003068",1,1,1
"S01003069",1,1,1
"S01003070",1,1,1
"S01003071",1,1,1
"S01003072",1,1,1
"S01003073",1,1,1
"S01003074",1,1,1
"S01003075",1,1,1
"S01003076",1,1,1
"S01003077",1,1,1
"S01003078",1,1,1
"S01003079",1,1,1
"S01003080",1,1,1
"S01003081",1,1,1
"S01003082",1,1,1
"S01003083",1,1,1
"S01003084",1,1,1
"S01003085",1,1,1
"S01003086",1,1,1
"S01003087",1,1,1
"S01003088",1,1,1
"S01003089",1,1,1
"S01003090",1,1,1
"S01003091",1,1,1
"S01003092",1,1,1
"S01003093",1,1,1
"S01003094",1,1,1
"S01003095",1,1,1
"S01003096",1,1,1
"S01003097",1,1,1
"S01003098",1,1,1
"S01003099",1,1,1
"S01003100",1,1,1
"S01003101",1,1,1
"S01003102",1,1,1
"S01003103",1,1,1
"S01003104",1,1,1
"S01003105",1,1,1
"S01003106",1,1,1
"S01003107",1,1,1
"S01003108",1,1,1
"S01003109",1,1,1
"S01003110",1,1,1
"S01003111",1,1,1
"S01003112",1,1,1
"S01003113",1,1,1
"S01003114",1,1,1
"S01003115",1,1,1
"S01003116",1,1,1
"S01003117",1,1,1
"S01003118",1,1,1
"S01003119",1,1,1
"S01003120",1,1,1
"S01003121",1,1,1
"S01003122",1,1,1
"S01003123",1,1,1
"S01003124",1,1,1
"S01003125",1,1,1
"S01003126",1,1,1
"S01003127",1,1,1
"S01003128",1,1,1
"S01003129",1,1,1
"S01003130",1,1,1
"S01003131",1,1,1
"S01003132",1,1,1
"S01003133",1,1,1
"S01003134",1,1,1
"S01003135",1,1,1
"S01003136",1,1,1
"S01003137",1,1,1
"S01003138",1,1,1
"S01003139",1,1,1
"S01003140",1,1,1
"S01003141",1,1,1
"S01003142",1,1,1
"S01003143",1,1,1
"S01003144",1,1,1
"S01003145",1,1,1
"S01003146",1,1,1
"S01003147",1,1,1
"S01003148",1,1,1
"S01003149",1,1,1
"S01003150",1,1,1
"S01003151",1,1,1
"S01003152",1,1,1
"S01003153",1,1,1
"S01003154",1,1,1
"S01003155",1,1,1
"S01003156",1,1,1
"S01003157",1,1,1
"S01003158",1,1,1
"S01003159",1,1,1
"S01003160",1,1,1
"S01003161",1,1,1
"S01003162",1,1,1
"S01003163",1,1,1
"S01003164",1,1,1
"S01003165",1,1,1
"S01003166",1,1,1
"S01003167",1,1,1
"S01003168",1,1,1
"S01003169",1,1,1
"S01003170",1,1,1
"S01003171",1,1,1
"S01003172",1,1,1
"S01003173",1,1,1
"S01003174",1,1,1
"S01003175",1,1,1
"S01003176",1,1,1
"S01003177",1,1,1
"S01003178",1,1,1
"S01003179",1,1,1
"S01003180",1,1,1
"S01003181",1,1,1
"S01003182",1,1,1
"S01003183",1,1,1
"S01003184",1,1,1
"S01003185",1,1,1
"S01003186",1,1,1
"S01003187",1,1,1
"S01003188",1,1,1
"S01003189",1,1,1
"S01003190",1,1,1
"S01003191",1,1,1
"S01003192",1,1,1
"S01003193",1,1,1
"S01003194",1,1,1
"S01003195",1,1,1
"S01003196",1,1,1
"S01003197",1,1,1
"S01003198",1,1,1
"S01003199",1,1,1
"S01003200",1,1,1
"S01003201",1,1,1
"S01003202",1,1,1
"S01003203",1,1,1
"S01003204",1,1,1
"S01003205",1,1,1
"S01003206",1,1,1
"S01003207",1,1,1
"S01003208",1,1,1
"S01003209",1,1,1
"S01003210",1,1,1
"S01003211",1,1,1
"S01003212",1,1,1
"S01003213",1,1,1
"S01003214",1,1,1
"S01003215",1,1,1
"S01003216",1,1,1
"S01003217",1,1,1
"S01003218",1,1,1
"S01003219",1,1,1
"S01003220",1,1,1
"S01003221",1,1,1
"S01003222",1,1,1
"S01003223",1,1,1
"S01003224",1,1,1
"S01003225",1,1,1
"S01003226",1,1,1
"S01003227",1,1,1
"S01003228",1,1,1
"S01003229",1,1,1
"S01003230",1,1,1
"S01003231",1,1,1
"S01003232",1,1,1
"S01003233",1,1,1
"S01003234",1,1,1
"S01003235",1,1,1
"S01003236",1,1,1
"S01003237",1,1,1
"S01003238",1,1,1
"S01003239",1,1,1
"S01003240",1,1,1
"S01003241",1,1,1
"S01003242",1,1,1
"S01003243",1,1,1
"S01003244",1,1,1
"S01003245",1,1,1
"S01003246",1,1,1
"S01003247",1,1,1
"S01003248",1,1,1
"S01003249",1,1,1
"S01003250",1,1,1
"S01003251",1,1,1
"S01003252",1,1,1
"S01003253",1,1,1
"S01003254",1,1,1
"S01003255",1,1,1
"S01003256",1,1,1
"S01003257",1,1,1
"S01003258",1,1,1
"S01003259",1,1,1
"S01003260",1,1,1
"S01003261",1,1,1
"S01003262",1,1,1
"S01003263",1,1,1
"S01003264",1,1,1
"S01003265",1,1,1
"S01003266",1,1,1
"S01003267",1,1,1
"S01003268",1,1,1
"S01003269",1,1,1
"S01003270",1,1,1
"S01003271",1,1,1
"S01003272",1,1,1
"S01003273",1,1,1
"S01003274",1,1,1
"S01003275",1,1,1
"S01003276",1,1,1
"S01003277",1,1,1
"S01003278",1,1,1
"S01003279",1,1,1
"S01003280",1,1,1
"S01003281",1,1,1
"S01003282",1,1,1
"S01003283",1,1,1
"S01003284",1,1,1
"S01003285",1,1,1
"S01003286",1,1,1
"S01003287",1,1,1
"S01003288",1,1,1
"S01003289",1,1,1
"S01003290",1,1,1
"S01003291",1,1,1
"S01003292",1,1,1
"S01003293",1,1,1
"S01003294",1,1,1
"S01003295",1,1,1
"S01003296",1,1,1
"S01003297",1,1,1
"S01003298",1,1,1
"S01003299",1,1,1
"S01003300",1,1,1
"S01003301",1,1,1
"S01003302",1,1,1
"S01003303",1,1,1
"S01003304",1,1,1
"S01003305",1,1,1
"S01003306",1,1,1
"S01003307",1,1,1
"S01003308",1,1,1
"S01003309",1,1,1
"S01003310",1,1,1
"S01003311",1,1,1
"S01003312",1,1,1
"S01003313",1,1,1
"S01003314",1,1,1
"S01003315",1,1,1
"S01003316",1,1,1
"S01003317",1,1,1
"S01003318",1,1,1
"S01003319",1,1,1
"S01003320",1,1,1
"S01003321",1,1,1
"S01003322",1,1,1
"S01003323",1,1,1
"S01003324",1,1,1
"S01003325",1,1,1
"S01003326",1,1,1
"S01003327",1,1,1
"S01003328",1,1,1
"S01003329",1,1,1
"S01003330",1,1,1
"S01003331",1,1,1
"S01003332",1,1,1
"S01003333",1,1,1
"S01003334",1,1,1
"S01003335",1,1,1
"S01003336",1,1,1
"S01003337",1,1,1
"S01003338",1,1,1
"S01003339",1,1,1
"S01003340",1,1,1
"S01003341",1,1,1
"S01003342",1,1,1
"S01003343",1,1,1
"S01003344",1,1,1
"S01003345",1,1,1
"S01003346",1,1,1
"S01003347",1,1,1
"S01003348",1,1,1
"S01003349",1,1,1
"S01003350",1,1,1
"S01003351",1,1,1
"S01003352",1,1,1
"S01003353",1,1,1
"S01003354",1,1,1
"S01003355",1,1,1
"S01003356",1,1,1
"S01003357",1,1,1
"S01003358",1,1,1
"S01003359",1,1,1
"S01003360",1,1,1
"S01003361",1,1,1
"S01003362",1,1,1
"S01003363",1,1,1
"S01003364",1,1,1
"S01003365",1,1,1
"S01003366",1,1,1
"S01003367",1,1,1
"S01003368",1,1,1
"S01003369",1,1,1
"S01003370",1,1,1
"S01003371",1,1,1
"S01003372",1,1,1
"S01003373",1,1,1
"S01003374",1,1,1
"S01003375",1,1,1
"S01003376",1,1,1
"S01003377",1,1,1
"S01003378",1,1,1
"S01003379",1,1,1
"S01003380",1,1,1
"S01003381",1,1,1
"S01003382",1,1,1
"S01003383",1,1,1
"S01003384",1,1,1
"S01003385",1,1,1
"S01003386",1,1,1
"S01003387",1,1,1
"S01003388",1,1,1
"S01003389",1,1,1
"S01003390",1,1,1
"S01003391",1,1,1
"S01003392",1,1,1
"S01003393",1,1,1
"S01003394",1,1,1
"S01003395",1,1,1
"S01003396",1,1,1
"S01003397",1,1,1
"S01003398",1,1,1
"S01003399",1,1,1
"S01003400",1,1,1
"S01003401",1,1,1
"S01003402",1,1,1
"S01003403",1,1,1
"S01003404",1,1,1
"S01003405",1,1,1
"S01003406",1,1,1
"S01003407",1,1,1
"S01003408",1,1,1
"S01003409",1,1,1
"S01003410",1,1,1
"S01003411",1,1,1
"S01003412",1,1,1
"S01003413",1,1,1
"S01003414",1,1,1
"S01003415",1,1,1
"S01003416",1,1,1
"S01003417",1,1,1
"S01003418",1,1,1
"S01003419",1,1,1
"S01003420",1,1,1
"S01003421",1,1,1
"S01003422",1,1,1
"S01003423",1,1,1
"S01003424",1,1,1
"S01003425",1,1,1
"S01003426",1,1,1
"S01003427",1,1,1
"S01003428",1,1,1
"S01003429",1,1,1
"S01003430",1,1,1
"S01003431",1,1,1
"S01003432",1,1,1
"S01003433",1,1,1
"S01003434",1,1,1
"S01003435",1,1,1
"S01003436",1,1,1
"S01003437",1,1,1
"S01003438",1,1,1
"S01003439",1,1,1
"S01003440",1,1,1
"S01003441",1,1,1
"S01003442",1,1,1
"S01003443",1,1,1
"S01003444",1,1,1
"S01003445",1,1,1
"S01003446",1,1,1
"S01003447",1,1,1
"S01003448",1,1,1
"S01003449",1,1,1
"S01003450",1,1,1
"S01003451",1,1,1
"S01003452",1,1,1
"S01003453",1,1,1
"S01003454",1,1,1
"S01003455",1,1,1
"S01003456",1,1,1
"S01003457",1,1,1
"S01003458",1,1,1
"S01003459",1,1,1
"S01003460",1,1,1
"S01003461",1,1,1
"S01003462",1,1,1
"S01003463",1,1,1
"S01003464",1,1,1
"S01003465",1,1,1
"S01003466",1,1,1
"S01003467",1,1,1
"S01003468",1,1,1
"S01003469",1,1,1
"S01003470",1,1,1
"S01003471",1,1,1
"S01003472",1,1,1
"S01003473",1,1,1
"S01003474",1,1,1
"S01003475",1,1,1
"S01003476",1,1,1
"S01003477",1,1,1
"S01003478",1,1,1
"S01003479",1,1,1
"S01003480",1,1,1
"S01003481",1,1,1
"S01003482",1,1,1
"S01003483",1,1,1
"S01003484",1,1,1
"S01003485",1,1,1
"S01003486",1,1,1
"S01003487",1,1,1
"S01003488",1,1,1
"S01003489",1,1,1
"S01003490",1,1,1
"S01003491",1,1,1
"S01003492",1,1,1
"S01003493",1,1,1
"S01003494",1,1,1
"S01003495",1,1,1
"S01003496",1,1,1
"S01003497",1,1,1
"S01003498",1,1,1
"S01003499",1,1,1
"S01003500",1,1,1
"S01003501",1,1,1
"S01003502",1,1,1
"S01003503",1,1,1
"S01003504",1,1,1
"S01003505",1,1,1
"S01003506",1,1,1
"S01003507",1,1,1
"S01003508",1,1,1
"S01003509",1,1,1
"S01003510",1,1,1
"S01003511",1,1,1
"S01003512",1,1,1
"S01003513",1,1,1
"S01003514",1,1,1
"S01003515",1,1,1
"S01003516",1,1,1
"S01003517",1,1,1
"S01003518",1,1,1
"S01003519",1,1,1
"S01003520",1,1,1
"S01003521",1,1,1
"S01003522",1,1,1
"S01003523",1,1,1
"S01003524",1,1,1
"S01003525",1,1,1
"S01003526",1,1,1
"S01003527",1,1,1
"S01003528",1,1,1
"S01003529",1,1,1
"S01003530",1,1,1
"S01003531",1,1,1
"S01003532",1,1,1
"S01003533",1,1,1
"S01003534",1,1,1
"S01003535",1,1,1
"S01003536",1,1,1
"S01003537",1,1,1
"S01003538",1,1,1
"S01003539",1,1,1
"S01003540",1,1,1
"S01003541",1,1,1
"S01003542",1,1,1
"S01003543",1,1,1
"S01003544",1,1,1
"S01003545",1,1,1
"S01003546",1,1,1
"S01003547",1,1,1
"S01003548",1,1,1
"S01003549",1,1,1
"S01003550",1,1,1
"S01003551",1,1,1
"S01003552",1,1,1
"S01003553",1,1,1
"S01003554",1,1,1
"S01003555",1,1,1
"S01003556",1,1,1
"S01003557",1,1,1
"S01003558",1,1,1
"S01003559",1,1,1
"S01003560",1,1,1
"S01003561",1,1,1
"S01003562",1,1,1
"S01003563",1,1,1
"S01003564",1,1,1
"S01003565",1,1,1
"S01003566",1,1,1
"S01003567",1,1,1
"S01003568",1,1,1
"S01003569",1,1,1
"S01003570",1,1,1
"S01003571",1,1,1
"S01003572",1,1,1
"S01003573",1,1,1
"S01003574",1,1,1
"S01003575",1,1,1
"S01003576",1,1,1
"S01003577",1,1,1
"S01003578",1,1,1
"S01003579",1,1,1
"S01003580",1,1,1
"S01003581",1,1,1
"S01003582",1,1,1
"S01003583",1,1,1
"S01003584",1,1,1
"S01003585",1,1,1
"S01003586",1,1,1
"S01003587",1,1,1
"S01003588",1,1,1
"S01003589",1,1,1
"S01003590",1,1,1
"S01003591",1,1,1
"S01003592",1,1,1
"S01003593",1,1,1
"S01003594",1,1,1
"S01003595",1,1,1
"S01003596",1,1,1
"S01003597",1,1,1
"S01003598",1,1,1
"S01003599",1,1,1
"S01003600",1,1,1
"S01003601",1,1,1
"S01003602",1,1,1
"S01003603",1,1,1
"S01003604",1,1,1
"S01003605",1,1,1
"S01003606",1,1,1
"S01003607",1,1,1
"S01003608",1,1,1
"S01003609",1,1,1
"S01003610",1,1,1
"S01003611",1,1,1
"S01003612",1,1,1
"S01003613",1,1,1
"S01003614",1,1,1
"S01003615",1,1,1
"S01003616",1,1,1
"S01003617",1,1,1
"S01003618",1,1,1
"S01003619",1,1,1
"S01003620",1,1,1
"S01003621",1,1,1
"S01003622",1,1,1
"S01003623",1,1,1
"S01003624",1,1,1
"S01003625",1,1,1
"S01003626",1,1,1
"S01003627",1,1,1
"S01003628",1,1,1
"S01003629",1,1,1
"S01003630",1,1,1
"S01003631",1,1,1
"S01003632",1,1,1
"S01003633",1,1,1
"S01003634",1,1,1
"S01003635",1,1,1
"S01003636",1,1,1
"S01003637",1,1,1
"S01003638",1,1,1
"S01003639",1,1,1
"S01003640",1,1,1
"S01003641",1,1,1
"S01003642",1,1,1
"S01003643",1,1,1
"S01003644",1,1,1
"S01003645",1,1,1
"S01003646",1,1,1
"S01003647",1,1,1
"S01003648",1,1,1
"S01003649",1,1,1
"S01003650",1,1,1
"S01003651",1,1,1
"S01003652",1,1,1
"S01003653",1,1,1
"S01003654",1,1,1
"S01003655",1,1,1
"S01003656",1,1,1
"S01003657",1,1,1
"S01003658",1,1,1
"S01003659",1,1,1
"S01003660",1,1,1
"S01003661",1,1,1
"S01003662",1,1,1
"S01003663",1,1,1
"S01003664",1,1,1
"S01003665",1,1,1
"S01003666",1,1,1
"S01003667",1,1,1
"S01003668",1,1,1
"S01003669",1,1,1
"S01003670",1,1,1
"S01003671",1,1,1
"S01003672",1,1,1
"S01003673",1,1,1
"S01003674",1,1,1
"S01003675",1,1,1
"S01003676",1,1,1
"S01003677",1,1,1
"S01003678",1,1,1
"S01003679",1,1,1
"S01003680",1,1,1
"S01003681",1,1,1
"S01003682",1,1,1
"S01003683",1,1,1
"S01003684",1,1,1
"S01003685",1,1,1
"S01003686",1,1,1
"S01003687",1,1,1
"S01003688",1,1,1
"S01003689",1,1,1
"S01003690",1,1,1
"S01003691",1,1,1
"S01003692",1,1,1
"S01003693",1,1,1
"S01003694",1,1,1
"S01003695",1,1,1
"S01003696",1,1,1
"S01003697",1,1,1
"S01003698",1,1,1
"S01003699",1,1,1
"S01003700",1,1,1
"S01003701",1,1,1
"S01003702",1,1,1
"S01003703",1,1,1
"S01003704",1,1,1
"S01003705",1,1,1
"S01003706",1,1,1
"S01003707",1,1,1
"S01003708",1,1,1
"S01003709",1,1,1
"S01003710",1,1,1
"S01003711",1,1,1
"S01003712",1,1,1
"S01003713",1,1,1
"S01003714",1,1,1
"S01003715",1,1,1
"S01003716",1,1,1
"S01003717",1,1,1
"S01003718",1,1,1
"S01004531",1,1,1
"S01004534",1,1,1
"S01004535",1,1,1
"S01004536",1,1,1
"S01004537",1,1,1
"S01004538",1,1,1
"S01004539",1,1,1
"S01004540",1,1,1
"S01004541",1,1,1
"S01004542",1,1,1
"S01004543",1,1,1
"S01004544",1,1,1
"S01004545",1,1,1
"S01004546",1,1,1
"S01004547",1,1,1
"S01004548",1,1,1
"S01004549",1,1,1
"S01004550",1,1,1
"S01004551",1,1,1
"S01004552",1,1,1
"S01004553",1,1,1
"S01004554",1,1,1
"S01004555",1,1,1
"S01004556",1,1,1
"S01004557",1,1,1
"S01004558",1,1,1
"S01004559",1,1,1
"S01004560",1,1,1
"S01004561",1,1,1
"S01004562",1,1,1
"S01004563",1,1,1
"S01004564",1,1,1
"S01004565",1,1,1
"S01004566",1,1,1
"S01004567",1,1,1
"S01004568",1,1,1
"S01004569",1,1,1
"S01004570",1,1,1
"S01004571",1,1,1
"S01004572",1,1,1
"S01004573",1,1,1
"S01004574",1,1,1
"S01004575",1,1,1
"S01004576",1,1,1
"S01004577",1,1,1
"S01004578",1,1,1
"S01004579",1,1,1
"S01004580",1,1,1
"S01004581",1,1,1
"S01004582",1,1,1
"S01004583",1,1,1
"S01004584",1,1,1
"S01004585",1,1,1
"S01004586",1,1,1
"S01004587",1,1,1
"S01004588",1,1,1
"S01004589",1,1,1
"S01004590",1,1,1
"S01004591",1,1,1
"S01004592",1,1,1
"S01004593",1,1,1
"S01004594",1,1,1
"S01004595",1,1,1
"S01004596",1,1,1
"S01004597",1,1,1
"S01004598",1,1,1
"S01004600",1,1,1
"S01004601",1,1,1
"S01004602",1,1,1
"S01004603",1,1,1
"S01004604",1,1,1
"S01004605",1,1,1
"S01004606",1,1,1
"S01004607",1,1,1
"S01004608",1,1,1
"S01004609",1,1,1
"S01004610",1,1,1
"S01004612",1,1,1
"S01004613",1,1,1
"S01004614",1,1,1
"S01004616",1,1,1
"S01004617",1,1,1
"S01004618",1,1,1
"S01004619",1,1,1
"S01004620",1,1,1
"S01004622",1,1,1
"S01004623",1,1,1
"S01004624",1,1,1
"S01004626",1,1,1
"S01004627",1,1,1
"S01004629",1,1,1
"S01004630",1,1,1
"S01004632",1,1,1
"S01004633",1,1,1
"S01004634",1,1,1
"S01004635",1,1,1
"S01004637",1,1,1
"S01004638",1,1,1
"S01004639",1,1,1
"S01004640",1,1,1
"S01004641",1,1,1
"S01004642",1,1,1
"S01004643",1,1,1
"S01004644",1,1,1
"S01004645",1,1,1
"S01004646",1,1,1
"S01004648",1,1,1
"S01004649",1,1,1
"S01004650",1,1,1
"S01004651",1,1,1
"S01004652",1,1,1
"S01004653",1,1,1
"S01004655",1,1,1
"S01004656",1,1,1
"S01004658",1,1,1
"S01004659",1,1,1
"S01004660",1,1,1
"S01004661",1,1,1
"S01004662",1,1,1
"S01004663",1,1,1
"S01004665",1,1,1
"S01004666",1,1,1
"S01004667",1,1,1
"S01004668",1,1,1
"S01004670",1,1,1
"S01004671",1,1,1
"S01004672",1,1,1
"S01004675",1,1,1
"S01004676",1,1,1
"S01004677",1,1,1
"S01004678",1,1,1
"S01004679",1,1,1
"S01004680",1,1,1
"S01004681",1,1,1
"S01004682",1,1,1
"S01004683",1,1,1
"S01004684",1,1,1
"S01004685",1,1,1
"S01004686",1,1,1
"S01004687",1,1,1
"S01004688",1,1,1
"S01004689",1,1,1
"S01004690",1,1,1
"S01004691",1,1,1
"S01004692",1,1,1
"S01004693",1,1,1
"S01004694",1,1,1
"S01004695",1,1,1
"S01004696",1,1,1
"S01004697",1,1,1
"S01004698",1,1,1
"S01004699",1,1,1
"S01004700",1,1,1
"S01004701",1,1,1
"S01004702",1,1,1
"S01004703",1,1,1
"S01004704",1,1,1
"S01004705",1,1,1
"S01004706",1,1,1
"S01004707",1,1,1
"S01004708",1,1,1
"S01004709",1,1,1
"S01004710",1,1,1
"S01004711",1,1,1
"S01004712",1,1,1
"S01004713",1,1,1
"S01004714",1,1,1
"S01004716",1,1,1
"S01004717",1,1,1
"S01004719",1,1,1
"S01004721",1,1,1
"S01004722",1,1,1
"S01004723",1,1,1
"S01004724",1,1,1
"S01004725",1,1,1
"S01004726",1,1,1
"S01004727",1,1,1
"S01004728",1,1,1
"S01004729",1,1,1
"S01004730",1,1,1
"S01004731",1,1,1
"S01004732",1,1,1
"S01004733",1,1,1
"S01004734",1,1,1
"S01004735",1,1,1
"S01004736",1,1,1
"S01004737",1,1,1
"S01004738",1,1,1
"S01004739",1,1,1
"S01004740",1,1,1
"S01004742",1,1,1
"S01004743",1,1,1
"S01004744",1,1,1
"S01004745",1,1,1
"S01004746",1,1,1
"S01004747",1,1,1
"S01004748",1,1,1
"S01004749",1,1,1
"S01004750",1,1,1
"S01004751",1,1,1
"S01004752",1,1,1
"S01004754",1,1,1
"S01004756",1,1,1
"S01004757",1,1,1
"S01004758",1,1,1
"S01004759",1,1,1
"S01004760",1,1,1
"S01004761",1,1,1
"S01004763",1,1,1
"S01004764",1,1,1
"S01004765",1,1,1
"S01004766",1,1,1
"S01004767",1,1,1
"S01004768",1,1,1
"S01004769",1,1,1
"S01004770",1,1,1
"S01004771",1,1,1
"S01004772",1,1,1
"S01004773",1,1,1
"S01004774",1,1,1
"S01004775",1,1,1
"S01004776",1,1,1
"S01004777",1,1,1
"S01004778",1,1,1
"S01004779",1,1,1
"S01004780",1,1,1
"S01004781",1,1,1
"S01004782",1,1,1
"S01004783",1,1,1
"S01004784",1,1,1
"S01004785",1,1,1
"S01004786",1,1,1
"S01004787",1,1,1
"S01004788",1,1,1
"S01004789",1,1,1
"S01004790",1,1,1
"S01004791",1,1,1
"S01004792",1,1,1
"S01004793",1,1,1
"S01004794",1,1,1
"S01004795",1,1,1
"S01004796",1,1,1
"S01004797",1,1,1
"S01004798",1,1,1
"S01004799",1,1,1
"S01004800",1,1,1
"S01004801",1,1,1
"S01004802",1,1,1
"S01004803",1,1,1
"S01004804",1,1,1
"S01004805",1,1,1
"S01004806",1,1,1
"S01004807",1,1,1
"S01004808",1,1,1
"S01004809",1,1,1
"S01004810",1,1,1
"S01004811",1,1,1
"S01004812",1,1,1
"S01004813",1,1,1
"S01004814",1,1,1
"S01004815",1,1,1
"S01004816",1,1,1
"S01004817",1,1,1
"S01004818",1,1,1
"S01004819",1,1,1
"S01004820",1,1,1
"S01004822",1,1,1
"S01004823",1,1,1
"S01004824",1,1,1
"S01004825",1,1,1
"S01004826",1,1,1
"S01004827",1,1,1
"S01004828",1,1,1
"S01004829",1,1,1
"S01004833",1,1,1
"S01004834",1,1,1
"S01004836",1,1,1
"S01004838",1,1,1
"S01004847",1,1,1
"S01000286",1,2,2
"S01000287",1,2,2
"S01000288",1,2,2
"S01000289",1,2,2
"S01000290",1,2,2
"S01000291",1,2,2
"S01000292",1,2,2
"S01000293",1,2,2
"S01000294",1,2,2
"S01000295",1,2,2
"S01000296",1,2,2
"S01000297",1,2,2
"S01000298",1,2,2
"S01000345",1,2,2
"S01000346",1,2,2
"S01000347",1,2,2
"S01000348",1,2,2
"S01000349",1,2,2
"S01000350",1,2,2
"S01000351",1,2,2
"S01000352",1,2,2
"S01000353",1,2,2
"S01000354",1,2,2
"S01000355",1,2,2
"S01000357",1,2,2
"S01000358",1,2,2
"S01000359",1,2,2
"S01000390",1,2,2
"S01000391",1,2,2
"S01000393",1,2,2
"S01000394",1,2,2
"S01000396",1,2,2
"S01000397",1,2,2
"S01000399",1,2,2
"S01000400",1,2,2
"S01000402",1,2,2
"S01000403",1,2,2
"S01000404",1,2,2
"S01000406",1,2,2
"S01000407",1,2,2
"S01000408",1,2,2
"S01000409",1,2,2
"S01000469",1,2,2
"S01000470",1,2,2
"S01000472",1,2,2
"S01000473",1,2,2
"S01000475",1,2,2
"S01000477",1,2,2
"S01000478",1,2,2
"S01000479",1,2,2
"S01000482",1,2,2
"S01000483",1,2,2
"S01000484",1,2,2
"S01000485",1,2,2
"S01000486",1,2,2
"S01000487",1,2,2
"S01000488",1,2,2
"S01000489",1,2,2
"S01000490",1,2,2
"S01000491",1,2,2
"S01000492",1,2,2
"S01000494",1,2,2
"S01000495",1,2,2
"S01000496",1,2,2
"S01000549",1,2,2
"S01000550",1,2,2
"S01000552",1,2,2
"S01000553",1,2,2
"S01000554",1,2,2
"S01000556",1,2,2
"S01000557",1,2,2
"S01000558",1,2,2
"S01000559",1,2,2
"S01000560",1,2,2
"S01000561",1,2,2
"S01000562",1,2,2
"S01000563",1,2,2
"S01000564",1,2,2
"S01000566",1,2,2
"S01000582",1,2,2
"S01000583",1,2,2
"S01000584",1,2,2
"S01000585",1,2,2
"S01000586",1,2,2
"S01000587",1,2,2
"S01000588",1,2,2
"S01000589",1,2,2
"S01000590",1,2,2
"S01000592",1,2,2
"S01000595",1,2,2
"S01000596",1,2,2
"S01000597",1,2,2
"S01000604",1,2,2
"S01000605",1,2,2
"S01000606",1,2,2
"S01000607",1,2,2
"S01000608",1,2,2
"S01000609",1,2,2
"S01000610",1,2,2
"S01000611",1,2,2
"S01000612",1,2,2
"S01000613",1,2,2
"S01000615",1,2,2
"S01000617",1,2,2
"S01000618",1,2,2
"S01000619",1,2,2
"S01000620",1,2,2
"S01000621",1,2,2
"S01000622",1,2,2
"S01000623",1,2,2
"S01000624",1,2,2
"S01000625",1,2,2
"S01000626",1,2,2
"S01000627",1,2,2
"S01000628",1,2,2
"S01000629",1,2,2
"S01000630",1,2,2
"S01000631",1,2,2
"S01000633",1,2,2
"S01000634",1,2,2
"S01000635",1,2,2
"S01000646",1,2,2
"S01000647",1,2,2
"S01000648",1,2,2
"S01000650",1,2,2
"S01000651",1,2,2
"S01000652",1,2,2
"S01000653",1,2,2
"S01000654",1,2,2
"S01000655",1,2,2
"S01000656",1,2,2
"S01000657",1,2,2
"S01000658",1,2,2
"S01000659",1,2,2
"S01000660",1,2,2
"S01000661",1,2,2
"S01000663",1,2,2
"S01000678",1,2,2
"S01000679",1,2,2
"S01000680",1,2,2
"S01000681",1,2,2
"S01000682",1,2,2
"S01000683",1,2,2
"S01000684",1,2,2
"S01000685",1,2,2
"S01000686",1,2,2
"S01000687",1,2,2
"S01000688",1,2,2
"S01000690",1,2,2
"S01000691",1,2,2
"S01000694",1,2,2
"S01000700",1,2,2
"S01000762",1,2,2
"S01000764",1,2,2
"S01000765",1,2,2
"S01000766",1,2,2
"S01000767",1,2,2
"S01000768",1,2,2
"S01000769",1,2,2
"S01000770",1,2,2
"S01000771",1,2,2
"S01000772",1,2,2
"S01000773",1,2,2
"S01000774",1,2,2
"S01000775",1,2,2
"S01000776",1,2,2
"S01000777",1,2,2
"S01000778",1,2,2
"S01000779",1,2,2
