"DZ_CODE","UR2FOLD","UR6FOLD","UR8FOLD"
"S01000781",1,2,2
"S01000782",1,2,2
"S01000784",1,2,2
"S01000786",1,2,2
"S01000788",1,2,2
"S01000790",1,2,2
"S01000836",1,2,2
"S01000837",1,2,2
"S01000839",1,2,2
"S01000840",1,2,2
"S01000841",1,2,2
"S01000843",1,2,2
"S01000844",1,2,2
"S01000845",1,2,2
"S01000846",1,2,2
"S01000847",1,2,2
"S01000848",1,2,2
"S01000849",1,2,2
"S01000850",1,2,2
"S01000851",1,2,2
"S01000852",1,2,2
"S01000853",1,2,2
"S01000854",1,2,2
"S01000855",1,2,2
"S01000856",1,2,2
"S01000857",1,2,2
"S01000858",1,2,2
"S01000859",1,2,2
"S01000860",1,2,2
"S01000861",1,2,2
"S01000862",1,2,2
"S01000863",1,2,2
"S01000864",1,2,2
"S01000865",1,2,2
"S01000866",1,2,2
"S01000867",1,2,2
"S01000868",1,2,2
"S01000869",1,2,2
"S01000870",1,2,2
"S01000871",1,2,2
"S01000873",1,2,2
"S01000923",1,2,2
"S01000924",1,2,2
"S01000926",1,2,2
"S01000927",1,2,2
"S01000929",1,2,2
"S01000930",1,2,2
"S01000933",1,2,2
"S01000934",1,2,2
"S01000936",1,2,2
"S01000937",1,2,2
"S01000938",1,2,2
"S01000941",1,2,2
"S01000943",1,2,2
"S01000947",1,2,2
"S01000990",1,2,2
"S01000992",1,2,2
"S01000995",1,2,2
"S01000996",1,2,2
"S01000997",1,2,2
"S01000998",1,2,2
"S01000999",1,2,2
"S01001000",1,2,2
"S01001002",1,2,2
"S01001003",1,2,2
"S01001004",1,2,2
"S01001005",1,2,2
"S01001006",1,2,2
"S01001007",1,2,2
"S01001008",1,2,2
"S01001009",1,2,2
"S01001010",1,2,2
"S01001012",1,2,2
"S01001013",1,2,2
"S01001014",1,2,2
"S01001015",1,2,2
"S01001017",1,2,2
"S01001018",1,2,2
"S01001019",1,2,2
"S01001020",1,2,2
"S01001021",1,2,2
"S01001022",1,2,2
"S01001024",1,2,2
"S01001025",1,2,2
"S01001027",1,2,2
"S01001028",1,2,2
"S01001029",1,2,2
"S01001030",1,2,2
"S01001031",1,2,2
"S01001032",1,2,2
"S01001033",1,2,2
"S01001034",1,2,2
"S01001035",1,2,2
"S01001036",1,2,2
"S01001037",1,2,2
"S01001323",1,2,2
"S01001324",1,2,2
"S01001325",1,2,2
"S01001326",1,2,2
"S01001327",1,2,2
"S01001328",1,2,2
"S01001329",1,2,2
"S01001330",1,2,2
"S01001331",1,2,2
"S01001332",1,2,2
"S01001333",1,2,2
"S01001335",1,2,2
"S01001336",1,2,2
"S01001346",1,2,2
"S01001347",1,2,2
"S01001348",1,2,2
"S01001351",1,2,2
"S01001353",1,2,2
"S01001356",1,2,2
"S01001357",1,2,2
"S01001359",1,2,2
"S01001361",1,2,2
"S01001362",1,2,2
"S01001363",1,2,2
"S01001366",1,2,2
"S01001367",1,2,2
"S01001370",1,2,2
"S01001371",1,2,2
"S01001374",1,2,2
"S01001376",1,2,2
"S01001377",1,2,2
"S01001378",1,2,2
"S01001380",1,2,2
"S01001381",1,2,2
"S01001382",1,2,2
"S01001384",1,2,2
"S01001385",1,2,2
"S01001386",1,2,2
"S01001387",1,2,2
"S01001388",1,2,2
"S01001389",1,2,2
"S01001390",1,2,2
"S01001391",1,2,2
"S01001392",1,2,2
"S01001393",1,2,2
"S01001394",1,2,2
"S01001395",1,2,2
"S01001396",1,2,2
"S01001397",1,2,2
"S01001398",1,2,2
"S01001399",1,2,2
"S01001400",1,2,2
"S01001401",1,2,2
"S01001402",1,2,2
"S01001403",1,2,2
"S01001404",1,2,2
"S01001405",1,2,2
"S01001453",1,2,2
"S01001457",1,2,2
"S01001464",1,2,2
"S01001467",1,2,2
"S01001471",1,2,2
"S01001472",1,2,2
"S01001474",1,2,2
"S01001477",1,2,2
"S01001478",1,2,2
"S01001479",1,2,2
"S01001480",1,2,2
"S01001485",1,2,2
"S01001487",1,2,2
"S01001490",1,2,2
"S01001492",1,2,2
"S01001493",1,2,2
"S01001494",1,2,2
"S01001497",1,2,2
"S01001500",1,2,2
"S01001502",1,2,2
"S01001503",1,2,2
"S01001504",1,2,2
"S01001505",1,2,2
"S01001506",1,2,2
"S01001509",1,2,2
"S01001510",1,2,2
"S01001512",1,2,2
"S01001513",1,2,2
"S01001514",1,2,2
"S01001516",1,2,2
"S01001520",1,2,2
"S01001522",1,2,2
"S01001524",1,2,2
"S01001525",1,2,2
"S01001531",1,2,2
"S01001562",1,2,2
"S01001567",1,2,2
"S01001569",1,2,2
"S01001576",1,2,2
"S01001577",1,2,2
"S01001587",1,2,2
"S01001589",1,2,2
"S01001591",1,2,2
"S01001595",1,2,2
"S01001602",1,2,2
"S01001603",1,2,2
"S01001604",1,2,2
"S01002381",1,2,2
"S01002382",1,2,2
"S01002383",1,2,2
"S01002384",1,2,2
"S01002387",1,2,2
"S01002389",1,2,2
"S01002390",1,2,2
"S01002391",1,2,2
"S01002392",1,2,2
"S01002393",1,2,2
"S01002394",1,2,2
"S01002395",1,2,2
"S01002396",1,2,2
"S01002397",1,2,2
"S01002398",1,2,2
"S01002400",1,2,2
"S01002401",1,2,2
"S01002404",1,2,2
"S01002405",1,2,2
"S01002406",1,2,2
"S01002408",1,2,2
"S01002409",1,2,2
"S01002410",1,2,2
"S01002411",1,2,2
"S01002412",1,2,2
"S01002413",1,2,2
"S01002414",1,2,2
"S01002415",1,2,2
"S01002416",1,2,2
"S01002417",1,2,2
"S01002418",1,2,2
"S01002419",1,2,2
"S01002420",1,2,2
"S01002421",1,2,2
"S01002422",1,2,2
"S01002423",1,2,2
"S01002424",1,2,2
"S01002425",1,2,2
"S01002426",1,2,2
"S01002427",1,2,2
"S01002428",1,2,2
"S01002429",1,2,2
"S01002430",1,2,2
"S01002431",1,2,2
"S01002433",1,2,2
"S01002434",1,2,2
"S01002435",1,2,2
"S01002436",1,2,2
"S01002437",1,2,2
"S01002438",1,2,2
"S01002439",1,2,2
"S01002440",1,2,2
"S01002441",1,2,2
"S01002442",1,2,2
"S01002443",1,2,2
"S01002444",1,2,2
"S01002445",1,2,2
"S01002446",1,2,2
"S01002447",1,2,2
"S01002448",1,2,2
"S01002449",1,2,2
"S01002450",1,2,2
"S01002451",1,2,2
"S01002452",1,2,2
"S01002453",1,2,2
"S01002454",1,2,2
"S01002455",1,2,2
"S01002456",1,2,2
"S01002457",1,2,2
"S01002458",1,2,2
"S01002459",1,2,2
"S01002460",1,2,2
"S01002461",1,2,2
"S01002462",1,2,2
"S01002463",1,2,2
"S01002464",1,2,2
"S01002465",1,2,2
"S01002466",1,2,2
"S01002467",1,2,2
"S01002468",1,2,2
"S01002469",1,2,2
"S01002470",1,2,2
"S01002471",1,2,2
"S01002472",1,2,2
"S01002473",1,2,2
"S01002474",1,2,2
"S01002475",1,2,2
"S01002476",1,2,2
"S01002477",1,2,2
"S01002478",1,2,2
"S01002479",1,2,2
"S01002480",1,2,2
"S01002481",1,2,2
"S01002482",1,2,2
"S01002483",1,2,2
"S01002484",1,2,2
"S01002485",1,2,2
"S01002486",1,2,2
"S01002487",1,2,2
"S01002488",1,2,2
"S01002489",1,2,2
"S01002490",1,2,2
"S01002491",1,2,2
"S01002492",1,2,2
"S01002493",1,2,2
"S01002494",1,2,2
"S01002495",1,2,2
"S01002496",1,2,2
"S01002497",1,2,2
"S01002498",1,2,2
"S01002499",1,2,2
"S01002500",1,2,2
"S01002501",1,2,2
"S01002502",1,2,2
"S01002503",1,2,2
"S01002504",1,2,2
"S01002505",1,2,2
"S01002506",1,2,2
"S01002507",1,2,2
"S01002508",1,2,2
"S01002509",1,2,2
"S01002510",1,2,2
"S01002511",1,2,2
"S01002512",1,2,2
"S01002513",1,2,2
"S01002514",1,2,2
"S01002515",1,2,2
"S01002516",1,2,2
"S01002517",1,2,2
"S01002518",1,2,2
"S01002519",1,2,2
"S01002520",1,2,2
"S01002521",1,2,2
"S01002522",1,2,2
"S01002523",1,2,2
"S01002524",1,2,2
"S01002525",1,2,2
"S01002526",1,2,2
"S01002527",1,2,2
"S01002529",1,2,2
"S01002530",1,2,2
"S01002531",1,2,2
"S01002532",1,2,2
"S01002533",1,2,2
"S01002534",1,2,2
"S01002535",1,2,2
"S01002536",1,2,2
"S01002537",1,2,2
"S01002538",1,2,2
"S01002539",1,2,2
"S01002540",1,2,2
"S01002541",1,2,2
"S01002542",1,2,2
"S01002543",1,2,2
"S01002544",1,2,2
"S01002545",1,2,2
"S01002546",1,2,2
"S01002547",1,2,2
"S01002548",1,2,2
"S01002549",1,2,2
"S01002550",1,2,2
"S01002551",1,2,2
"S01002552",1,2,2
"S01002553",1,2,2
"S01002554",1,2,2
"S01002555",1,2,2
"S01002556",1,2,2
"S01002557",1,2,2
"S01002558",1,2,2
"S01002559",1,2,2
"S01002560",1,2,2
"S01002561",1,2,2
"S01002562",1,2,2
"S01002563",1,2,2
"S01002564",1,2,2
"S01002565",1,2,2
"S01002566",1,2,2
"S01002567",1,2,2
"S01002568",1,2,2
"S01002574",1,2,2
"S01002575",1,2,2
"S01002576",1,2,2
"S01002577",1,2,2
"S01002578",1,2,2
"S01002579",1,2,2
"S01002580",1,2,2
"S01002581",1,2,2
"S01002582",1,2,2
"S01002583",1,2,2
"S01002584",1,2,2
"S01002585",1,2,2
"S01002586",1,2,2
"S01002587",1,2,2
"S01002588",1,2,2
"S01002590",1,2,2
"S01002591",1,2,2
"S01002592",1,2,2
"S01002593",1,2,2
"S01002594",1,2,2
"S01002595",1,2,2
"S01002596",1,2,2
"S01002597",1,2,2
"S01002598",1,2,2
"S01002599",1,2,2
"S01002600",1,2,2
"S01002601",1,2,2
"S01002602",1,2,2
"S01002603",1,2,2
"S01002604",1,2,2
"S01002605",1,2,2
"S01002606",1,2,2
"S01002607",1,2,2
"S01002608",1,2,2
"S01002609",1,2,2
"S01002610",1,2,2
"S01002611",1,2,2
"S01002616",1,2,2
"S01002619",1,2,2
"S01002621",1,2,2
"S01002622",1,2,2
"S01002623",1,2,2
"S01002624",1,2,2
"S01002625",1,2,2
"S01002626",1,2,2
"S01002629",1,2,2
"S01002632",1,2,2
"S01002633",1,2,2
"S01002637",1,2,2
"S01002638",1,2,2
"S01002639",1,2,2
"S01002642",1,2,2
"S01002643",1,2,2
"S01002645",1,2,2
"S01002646",1,2,2
"S01002649",1,2,2
"S01002651",1,2,2
"S01002652",1,2,2
"S01002653",1,2,2
"S01002655",1,2,2
"S01002656",1,2,2
"S01002658",1,2,2
"S01002660",1,2,2
"S01002663",1,2,2
"S01002664",1,2,2
"S01002667",1,2,2
"S01002669",1,2,2
"S01002670",1,2,2
"S01002671",1,2,2
"S01002672",1,2,2
"S01002673",1,2,2
"S01002675",1,2,2
"S01002676",1,2,2
"S01002677",1,2,2
"S01002678",1,2,2
"S01002679",1,2,2
"S01002680",1,2,2
"S01002681",1,2,2
"S01002682",1,2,2
"S01002684",1,2,2
"S01002685",1,2,2
"S01002687",1,2,2
"S01002688",1,2,2
"S01002689",1,2,2
"S01002690",1,2,2
"S01002691",1,2,2
"S01002692",1,2,2
"S01002693",1,2,2
"S01002699",1,2,2
"S01002705",1,2,2
"S01002706",1,2,2
"S01002707",1,2,2
"S01002709",1,2,2
"S01002711",1,2,2
"S01002712",1,2,2
"S01002713",1,2,2
"S01002714",1,2,2
"S01002715",1,2,2
"S01002717",1,2,2
"S01002718",1,2,2
"S01002719",1,2,2
"S01002720",1,2,2
"S01002721",1,2,2
"S01002722",1,2,2
"S01002723",1,2,2
"S01002724",1,2,2
"S01002725",1,2,2
"S01002726",1,2,2
"S01002727",1,2,2
"S01002728",1,2,2
"S01002729",1,2,2
"S01002730",1,2,2
"S01002731",1,2,2
"S01002732",1,2,2
"S01002733",1,2,2
"S01002734",1,2,2
"S01002735",1,2,2
"S01002736",1,2,2
"S01002737",1,2,2
"S01002738",1,2,2
"S01002740",1,2,2
"S01002741",1,2,2
"S01002742",1,2,2
"S01002743",1,2,2
"S01002744",1,2,2
"S01002745",1,2,2
"S01002746",1,2,2
"S01002747",1,2,2
"S01002748",1,2,2
"S01002749",1,2,2
"S01002750",1,2,2
"S01002751",1,2,2
"S01002752",1,2,2
"S01002753",1,2,2
"S01002754",1,2,2
"S01002755",1,2,2
"S01002756",1,2,2
"S01002757",1,2,2
"S01002758",1,2,2
"S01002759",1,2,2
"S01002760",1,2,2
"S01002761",1,2,2
"S01002762",1,2,2
"S01002763",1,2,2
"S01002764",1,2,2
"S01002765",1,2,2
"S01002766",1,2,2
"S01002767",1,2,2
"S01002768",1,2,2
"S01002769",1,2,2
"S01002770",1,2,2
"S01002771",1,2,2
"S01002773",1,2,2
"S01002774",1,2,2
"S01002775",1,2,2
"S01002776",1,2,2
"S01002777",1,2,2
"S01002778",1,2,2
"S01002779",1,2,2
"S01002780",1,2,2
"S01002781",1,2,2
"S01002782",1,2,2
"S01002784",1,2,2
"S01002786",1,2,2
"S01002787",1,2,2
"S01002788",1,2,2
"S01002789",1,2,2
"S01002793",1,2,2
"S01002794",1,2,2
"S01002795",1,2,2
"S01002797",1,2,2
"S01002800",1,2,2
"S01002802",1,2,2
"S01002806",1,2,2
"S01002814",1,2,2
"S01002818",1,2,2
"S01002823",1,2,2
"S01002824",1,2,2
"S01002825",1,2,2
"S01002826",1,2,2
"S01002828",1,2,2
"S01002829",1,2,2
"S01002830",1,2,2
"S01002832",1,2,2
"S01002833",1,2,2
"S01002834",1,2,2
"S01002835",1,2,2
"S01002836",1,2,2
"S01002837",1,2,2
"S01002838",1,2,2
"S01002839",1,2,2
"S01002840",1,2,2
"S01002841",1,2,2
"S01002842",1,2,2
"S01002843",1,2,2
"S01002844",1,2,2
"S01002845",1,2,2
"S01002846",1,2,2
"S01002847",1,2,2
"S01002848",1,2,2
"S01002849",1,2,2
"S01002850",1,2,2
"S01002852",1,2,2
"S01002853",1,2,2
"S01002854",1,2,2
"S01002855",1,2,2
"S01002856",1,2,2
"S01002857",1,2,2
"S01002858",1,2,2
"S01002859",1,2,2
"S01002860",1,2,2
"S01002861",1,2,2
"S01002862",1,2,2
"S01002863",1,2,2
"S01002864",1,2,2
"S01002865",1,2,2
"S01002866",1,2,2
"S01002867",1,2,2
"S01002868",1,2,2
"S01002869",1,2,2
"S01002870",1,2,2
"S01002871",1,2,2
"S01002872",1,2,2
"S01002873",1,2,2
"S01002874",1,2,2
"S01002875",1,2,2
"S01002876",1,2,2
"S01002877",1,2,2
"S01002878",1,2,2
"S01002879",1,2,2
"S01002881",1,2,2
"S01002882",1,2,2
"S01002883",1,2,2
"S01002884",1,2,2
"S01002885",1,2,2
"S01002886",1,2,2
"S01002887",1,2,2
"S01002889",1,2,2
"S01002890",1,2,2
"S01002891",1,2,2
"S01002892",1,2,2
"S01002893",1,2,2
"S01002894",1,2,2
"S01002895",1,2,2
"S01002896",1,2,2
"S01002897",1,2,2
"S01002898",1,2,2
"S01002899",1,2,2
"S01002900",1,2,2
"S01002901",1,2,2
"S01002903",1,2,2
"S01002904",1,2,2
"S01002905",1,2,2
"S01002906",1,2,2
"S01002907",1,2,2
"S01002908",1,2,2
"S01002909",1,2,2
"S01002910",1,2,2
"S01002911",1,2,2
"S01002912",1,2,2
"S01002913",1,2,2
"S01002914",1,2,2
"S01002915",1,2,2
"S01002916",1,2,2
"S01002919",1,2,2
"S01002922",1,2,2
"S01002925",1,2,2
"S01002926",1,2,2
"S01002927",1,2,2
"S01002929",1,2,2
"S01002930",1,2,2
"S01002931",1,2,2
"S01002932",1,2,2
"S01002934",1,2,2
"S01002935",1,2,2
"S01002936",1,2,2
"S01002980",1,2,2
"S01002981",1,2,2
"S01002982",1,2,2
"S01002983",1,2,2
"S01002984",1,2,2
"S01002985",1,2,2
"S01002986",1,2,2
"S01002987",1,2,2
"S01002989",1,2,2
"S01002990",1,2,2
"S01002991",1,2,2
"S01002992",1,2,2
"S01002994",1,2,2
"S01002995",1,2,2
"S01002996",1,2,2
"S01002997",1,2,2
"S01002999",1,2,2
"S01003778",1,2,2
"S01003781",1,2,2
"S01003783",1,2,2
"S01003784",1,2,2
"S01003785",1,2,2
"S01003786",1,2,2
"S01003787",1,2,2
"S01003788",1,2,2
"S01003789",1,2,2
"S01003790",1,2,2
"S01003791",1,2,2
"S01003792",1,2,2
"S01003793",1,2,2
"S01003794",1,2,2
"S01003796",1,2,2
"S01003797",1,2,2
"S01003798",1,2,2
"S01003799",1,2,2
"S01003801",1,2,2
"S01003802",1,2,2
"S01003804",1,2,2
"S01003805",1,2,2
"S01003806",1,2,2
"S01003807",1,2,2
"S01003809",1,2,2
"S01003810",1,2,2
"S01003811",1,2,2
"S01003812",1,2,2
"S01003813",1,2,2
"S01003814",1,2,2
"S01003815",1,2,2
"S01003816",1,2,2
"S01003817",1,2,2
"S01003818",1,2,2
"S01003819",1,2,2
"S01003820",1,2,2
"S01003821",1,2,2
"S01003822",1,2,2
"S01003823",1,2,2
"S01003824",1,2,2
"S01003825",1,2,2
"S01003827",1,2,2
"S01003828",1,2,2
"S01003829",1,2,2
"S01003830",1,2,2
"S01003831",1,2,2
"S01003832",1,2,2
"S01003833",1,2,2
"S01003834",1,2,2
"S01003835",1,2,2
"S01003836",1,2,2
"S01003837",1,2,2
"S01003838",1,2,2
"S01003839",1,2,2
"S01003840",1,2,2
"S01003844",1,2,2
"S01003845",1,2,2
"S01003848",1,2,2
"S01003849",1,2,2
"S01003850",1,2,2
"S01003851",1,2,2
"S01003852",1,2,2
"S01003853",1,2,2
"S01003855",1,2,2
"S01003856",1,2,2
"S01003858",1,2,2
"S01003859",1,2,2
"S01003860",1,2,2
"S01003861",1,2,2
"S01003862",1,2,2
"S01003863",1,2,2
"S01004024",1,2,2
"S01004025",1,2,2
"S01004026",1,2,2
"S01004027",1,2,2
"S01004028",1,2,2
"S01004029",1,2,2
"S01004030",1,2,2
"S01004031",1,2,2
"S01004032",1,2,2
"S01004033",1,2,2
"S01004034",1,2,2
"S01004035",1,2,2
"S01004036",1,2,2
"S01004037",1,2,2
"S01004038",1,2,2
"S01004039",1,2,2
"S01004040",1,2,2
"S01004041",1,2,2
"S01004042",1,2,2
"S01004043",1,2,2
"S01004044",1,2,2
"S01004045",1,2,2
"S01004046",1,2,2
"S01004047",1,2,2
"S01004048",1,2,2
"S01004049",1,2,2
"S01004050",1,2,2
"S01004051",1,2,2
"S01004052",1,2,2
"S01004053",1,2,2
"S01004054",1,2,2
"S01004055",1,2,2
"S01004056",1,2,2
"S01004057",1,2,2
"S01004058",1,2,2
"S01004059",1,2,2
"S01004060",1,2,2
"S01004061",1,2,2
"S01004062",1,2,2
"S01004063",1,2,2
"S01004064",1,2,2
"S01004065",1,2,2
"S01004066",1,2,2
"S01004067",1,2,2
"S01004068",1,2,2
"S01004069",1,2,2
"S01004070",1,2,2
"S01004071",1,2,2
"S01004072",1,2,2
"S01004073",1,2,2
"S01004074",1,2,2
"S01004075",1,2,2
"S01004076",1,2,2
"S01004077",1,2,2
"S01004078",1,2,2
"S01004079",1,2,2
"S01004080",1,2,2
"S01004081",1,2,2
"S01004082",1,2,2
"S01004083",1,2,2
"S01004084",1,2,2
"S01004085",1,2,2
"S01004086",1,2,2
"S01004087",1,2,2
"S01004088",1,2,2
"S01004089",1,2,2
"S01004090",1,2,2
"S01004091",1,2,2
"S01004092",1,2,2
"S01004093",1,2,2
"S01004094",1,2,2
"S01004095",1,2,2
"S01004096",1,2,2
"S01004097",1,2,2
"S01004098",1,2,2
"S01004099",1,2,2
"S01004100",1,2,2
"S01004101",1,2,2
"S01004102",1,2,2
"S01004103",1,2,2
"S01004104",1,2,2
"S01004105",1,2,2
"S01004106",1,2,2
"S01004107",1,2,2
"S01004108",1,2,2
"S01004109",1,2,2
"S01004110",1,2,2
"S01004111",1,2,2
"S01004112",1,2,2
"S01004113",1,2,2
"S01004114",1,2,2
"S01004115",1,2,2
"S01004116",1,2,2
"S01004117",1,2,2
"S01004118",1,2,2
"S01004119",1,2,2
"S01004120",1,2,2
"S01004124",1,2,2
"S01004125",1,2,2
"S01004126",1,2,2
"S01004127",1,2,2
"S01004128",1,2,2
"S01004129",1,2,2
"S01004130",1,2,2
"S01004131",1,2,2
"S01004132",1,2,2
"S01004133",1,2,2
"S01004134",1,2,2
"S01004135",1,2,2
"S01004136",1,2,2
"S01004139",1,2,2
"S01004140",1,2,2
"S01004141",1,2,2
"S01004142",1,2,2
"S01004143",1,2,2
"S01004145",1,2,2
"S01004148",1,2,2
"S01004150",1,2,2
"S01004151",1,2,2
"S01004160",1,2,2
"S01004162",1,2,2
"S01004163",1,2,2
"S01004165",1,2,2
"S01004167",1,2,2
"S01004168",1,2,2
"S01004169",1,2,2
"S01004170",1,2,2
"S01004171",1,2,2
"S01004172",1,2,2
"S01004173",1,2,2
"S01004174",1,2,2
"S01004175",1,2,2
"S01004176",1,2,2
"S01004177",1,2,2
"S01004179",1,2,2
"S01004180",1,2,2
"S01004181",1,2,2
"S01004182",1,2,2
"S01004183",1,2,2
"S01004184",1,2,2
"S01004185",1,2,2
"S01004186",1,2,2
"S01004187",1,2,2
"S01004188",1,2,2
"S01004189",1,2,2
"S01004190",1,2,2
"S01004191",1,2,2
"S01004192",1,2,2
"S01004194",1,2,2
"S01004195",1,2,2
"S01004198",1,2,2
"S01004199",1,2,2
"S01004200",1,2,2
"S01004204",1,2,2
"S01004205",1,2,2
"S01004206",1,2,2
"S01004207",1,2,2
"S01004209",1,2,2
"S01004211",1,2,2
"S01004214",1,2,2
"S01004215",1,2,2
"S01004216",1,2,2
"S01004217",1,2,2
"S01004218",1,2,2
"S01004219",1,2,2
"S01004220",1,2,2
"S01004221",1,2,2
"S01004222",1,2,2
"S01004223",1,2,2
"S01004224",1,2,2
"S01004225",1,2,2
"S01004226",1,2,2
"S01004227",1,2,2
"S01004277",1,2,2
"S01004280",1,2,2
"S01004282",1,2,2
"S01004283",1,2,2
"S01004284",1,2,2
"S01004288",1,2,2
"S01004289",1,2,2
"S01004291",1,2,2
"S01004292",1,2,2
"S01004293",1,2,2
"S01004294",1,2,2
"S01004295",1,2,2
"S01004296",1,2,2
"S01004297",1,2,2
"S01004299",1,2,2
"S01004300",1,2,2
"S01004302",1,2,2
"S01004303",1,2,2
"S01004304",1,2,2
"S01004305",1,2,2
"S01004306",1,2,2
"S01004308",1,2,2
"S01004309",1,2,2
"S01004310",1,2,2
"S01004311",1,2,2
"S01004315",1,2,2
"S01004316",1,2,2
"S01004355",1,2,2
"S01004356",1,2,2
"S01004357",1,2,2
"S01004358",1,2,2
"S01004359",1,2,2
"S01004360",1,2,2
"S01004361",1,2,2
"S01004362",1,2,2
"S01004363",1,2,2
"S01004364",1,2,2
"S01004365",1,2,2
"S01004367",1,2,2
"S01004368",1,2,2
"S01004369",1,2,2
"S01004370",1,2,2
"S01004371",1,2,2
"S01004374",1,2,2
"S01004375",1,2,2
"S01004376",1,2,2
"S01004377",1,2,2
"S01004378",1,2,2
"S01004379",1,2,2
"S01004380",1,2,2
"S01004381",1,2,2
"S01004382",1,2,2
"S01004383",1,2,2
"S01004384",1,2,2
"S01004385",1,2,2
"S01004386",1,2,2
"S01004387",1,2,2
"S01004388",1,2,2
"S01004389",1,2,2
"S01004390",1,2,2
"S01004391",1,2,2
"S01004392",1,2,2
"S01004393",1,2,2
"S01004394",1,2,2
"S01004395",1,2,2
"S01004396",1,2,2
"S01004397",1,2,2
"S01004398",1,2,2
"S01004399",1,2,2
"S01004400",1,2,2
"S01004401",1,2,2
"S01004402",1,2,2
"S01004403",1,2,2
"S01004404",1,2,2
"S01004405",1,2,2
"S01004406",1,2,2
"S01004407",1,2,2
"S01004408",1,2,2
"S01004410",1,2,2
"S01004411",1,2,2
"S01004412",1,2,2
"S01004413",1,2,2
"S01004414",1,2,2
"S01004415",1,2,2
"S01004416",1,2,2
"S01004417",1,2,2
"S01004418",1,2,2
"S01004419",1,2,2
"S01004420",1,2,2
"S01004421",1,2,2
"S01004422",1,2,2
"S01004423",1,2,2
"S01004424",1,2,2
"S01004425",1,2,2
"S01004426",1,2,2
"S01004427",1,2,2
"S01004428",1,2,2
"S01004429",1,2,2
"S01004430",1,2,2
"S01004431",1,2,2
"S01004432",1,2,2
"S01004433",1,2,2
"S01004434",1,2,2
"S01004435",1,2,2
"S01004436",1,2,2
"S01004437",1,2,2
"S01004438",1,2,2
"S01004439",1,2,2
"S01004440",1,2,2
"S01004441",1,2,2
"S01004442",1,2,2
"S01004443",1,2,2
"S01004444",1,2,2
"S01004445",1,2,2
"S01004446",1,2,2
"S01004447",1,2,2
"S01004448",1,2,2
"S01004449",1,2,2
"S01004450",1,2,2
"S01004451",1,2,2
"S01004452",1,2,2
"S01004453",1,2,2
"S01004454",1,2,2
"S01004455",1,2,2
"S01004456",1,2,2
"S01004457",1,2,2
"S01004458",1,2,2
"S01004459",1,2,2
"S01004460",1,2,2
"S01004462",1,2,2
"S01004463",1,2,2
"S01004464",1,2,2
"S01004465",1,2,2
"S01004466",1,2,2
"S01004467",1,2,2
"S01004468",1,2,2
"S01004469",1,2,2
"S01004470",1,2,2
"S01004510",1,2,2
"S01004511",1,2,2
"S01004512",1,2,2
"S01004513",1,2,2
"S01004514",1,2,2
"S01004515",1,2,2
"S01004516",1,2,2
"S01004517",1,2,2
"S01004518",1,2,2
"S01004519",1,2,2
"S01004520",1,2,2
"S01004521",1,2,2
"S01004522",1,2,2
"S01004523",1,2,2
"S01004524",1,2,2
"S01004853",1,2,2
"S01004862",1,2,2
"S01004863",1,2,2
"S01004864",1,2,2
"S01004865",1,2,2
"S01004866",1,2,2
"S01004867",1,2,2
"S01004868",1,2,2
"S01004869",1,2,2
"S01004870",1,2,2
"S01004871",1,2,2
"S01004872",1,2,2
"S01004873",1,2,2
"S01004874",1,2,2
"S01004875",1,2,2
"S01004876",1,2,2
"S01004877",1,2,2
"S01004878",1,2,2
"S01004879",1,2,2
"S01004880",1,2,2
"S01004881",1,2,2
"S01004882",1,2,2
"S01004883",1,2,2
"S01004884",1,2,2
"S01004885",1,2,2
"S01004886",1,2,2
"S01004887",1,2,2
"S01004888",1,2,2
"S01004889",1,2,2
"S01004890",1,2,2
"S01004891",1,2,2
"S01004892",1,2,2
"S01004893",1,2,2
"S01004894",1,2,2
"S01004895",1,2,2
"S01004896",1,2,2
"S01004897",1,2,2
"S01004898",1,2,2
"S01004899",1,2,2
"S01004900",1,2,2
"S01004901",1,2,2
"S01004902",1,2,2
"S01004903",1,2,2
"S01004904",1,2,2
"S01004905",1,2,2
"S01004906",1,2,2
"S01004907",1,2,2
"S01004908",1,2,2
"S01004909",1,2,2
"S01004910",1,2,2
"S01004911",1,2,2
"S01004912",1,2,2
"S01004914",1,2,2
"S01004915",1,2,2
"S01004916",1,2,2
"S01004917",1,2,2
"S01004918",1,2,2
"S01004919",1,2,2
"S01004920",1,2,2
"S01004921",1,2,2
"S01004922",1,2,2
"S01004923",1,2,2
"S01004924",1,2,2
"S01004925",1,2,2
"S01004926",1,2,2
"S01004927",1,2,2
"S01004929",1,2,2
"S01000001",1,3,3
"S01000005",1,3,3
"S01000006",1,3,3
"S01000007",1,3,3
"S01000008",1,3,3
"S01000011",1,3,3
"S01000013",1,3,3
"S01000016",1,3,3
"S01000019",1,3,3
"S01000023",1,3,3
"S01000123",1,3,3
"S01000143",1,3,3
"S01000159",1,3,3
"S01000171",1,3,3
"S01000174",1,3,3
"S01000304",1,3,3
"S01000305",1,3,3
"S01000307",1,3,3
"S01000310",1,3,3
"S01000311",1,3,3
"S01000313",1,3,3
"S01000314",1,3,3
"S01000315",1,3,3
"S01000317",1,3,3
"S01000318",1,3,3
"S01000319",1,3,3
"S01000320",1,3,3
"S01000322",1,3,3
