Datazone,Health Board,Council Area,Total population,People in households,People in communal establishments,Quintile,Decile,DEPCAT,Most deprived 15%,Least deprived 15%,Total population weight,% Overcrowding,% Male Unemployment,% No Car,% Low Social Class,Z-score overcrowding,Z-score male unemployment,Z-score no car,Z-score low social class,Carstairs score,Lower 95% uncertainty bound (random weights),Upper 95% uncertainty bound (random weights),Lower 95% confidence interval,Upper 95% confidence interval 
S01000517,Grampian,Aberdeenshire,737,737,0,4,7,3,0,0,0.000139177,0.814111262,7.547169811,10.85481682,14.88764045,-0.897320307,-0.184391017,-0.700181709,-0.389877612,-2.171770645,-2.89343196,-1.482837227,-2.715111978,-1.453946428
S01000518,Grampian,Aberdeenshire,963,957,6,4,7,3,0,0,0.000181856,1.671891327,4.074074074,11.70323929,19.26406926,-0.582112425,-0.764829135,-0.650028306,0.039043266,-1.9579266,-2.66677845,-1.140548,-2.447496084,-1.379487731
S01000519,Grampian,Aberdeenshire,515,515,0,5,10,1,0,1,9.73E-05,0.582524272,0,1.747572816,11.81102362,-0.982421428,-1.445705237,-1.23854472,-0.691407752,-4.358079137,-5.109121397,-3.636585402,-4.56671048,-3.814381224
S01000520,Grampian,Aberdeenshire,1129,1129,0,4,7,3,0,0,0.000213204,3.011514615,4.518072289,5.845881311,16.80143756,-0.089841928,-0.690626318,-0.996278486,-0.202312003,-1.979058735,-2.943552237,-1.016300212,-2.477929917,-1.370835204
S01000521,Grampian,Aberdeenshire,945,945,0,3,5,4,0,0,0.000178457,3.597883598,5.303030303,13.54497354,26.09170306,0.1256307,-0.55944089,-0.541156555,0.708199515,-0.266767229,-1.60422589,1.104093173,-0.895017005,0.41385563
S01000522,Grampian,Aberdeenshire,665,665,0,4,7,3,0,0,0.000125581,5.413533835,1.470588235,4.812030075,13.87195122,0.79282651,-1.199934452,-1.057393272,-0.489422318,-1.953923531,-3.83500504,0.180897839,-2.630102113,-1.129202846
S01000523,Grampian,Aberdeenshire,851,800,51,2,4,4,0,0,0.000160705,4.5,6.52173913,13.25,27.4611399,0.457130827,-0.355765232,-0.558593537,0.842413981,0.385186039,-1.152836095,1.858286502,-0.345191496,1.220036639
S01000524,Grampian,Aberdeenshire,706,697,9,4,8,3,0,0,0.000133323,2.008608321,3.791469194,3.012912482,14.18020679,-0.458379251,-0.812059231,-1.163745794,-0.459211098,-2.893395374,-3.668404186,-2.161834262,-3.392355874,-2.144845479
S01000525,Grampian,Aberdeenshire,1047,1014,33,4,7,3,0,0,0.000197719,2.564102564,3.832752613,4.043392505,16.8699187,-0.254252143,-0.805159775,-1.102830293,-0.195600368,-2.35784258,-3.385931454,-1.35715888,-2.820733488,-1.722618206
S01000526,Grampian,Aberdeenshire,1000,964,36,5,9,2,0,0,0.000188843,2.282157676,3.197674419,1.763485477,11.11111111,-0.357858248,-0.911296669,-1.237604064,-0.760004113,-3.266763093,-4.045503888,-2.422298138,-3.697947187,-2.681879187
S01000527,Grampian,Aberdeenshire,685,685,0,5,9,2,0,0,0.000129357,2.773722628,1.435406699,2.919708029,10.62874251,-0.177223195,-1.205814136,-1.169255455,-0.807279637,-3.359572422,-4.3787967,-2.231646127,-3.843728993,-2.776534425
S01000528,Grampian,Aberdeenshire,946,904,42,4,7,3,0,0,0.000178646,3.761061947,2.857142857,3.318584071,14.81900452,0.185593742,-0.968207711,-1.145676411,-0.396604417,-2.324894798,-3.690418419,-0.921046494,-2.854385673,-1.681476253
S01000529,Grampian,Aberdeenshire,805,799,6,4,7,3,0,0,0.000152019,3.629536921,5.714285714,3.003754693,15.07024266,0.137262326,-0.490710185,-1.164287145,-0.371981308,-1.889716312,-3.065204564,-0.687090098,-2.532643048,-1.141608818
S01000530,Grampian,Aberdeenshire,486,486,0,5,9,2,0,0,9.18E-05,1.851851852,0.729927007,4.526748971,14.19624217,-0.515982448,-1.323716818,-1.074257297,-0.457639518,-3.371596082,-4.387874436,-2.419861554,-3.851005353,-2.595262457
S01000531,Grampian,Aberdeenshire,574,574,0,5,9,2,0,1,0.000108396,0,1.081081081,4.529616725,18.30985915,-1.196481242,-1.265030498,-1.074087774,-0.054476052,-3.590075566,-4.699940147,-2.29641126,-3.845766903,-3.049401648
S01000532,Grampian,Aberdeenshire,788,775,13,3,6,4,0,0,0.000148808,1.806451613,4.324324324,23.22580645,24.04371585,-0.532665645,-0.723006279,0.031113426,0.50748233,-0.717076167,-2.010818572,0.56458651,-1.325750392,0.005475483
S01000533,Grampian,Aberdeenshire,715,713,2,3,6,3,0,0,0.000135023,3.085553997,4.545454545,13.18373072,16.74008811,-0.062634725,-0.686050082,-0.56251096,-0.208324681,-1.519520448,-2.206559965,-0.851379967,-2.215140586,-0.667700903
S01000534,Grampian,Aberdeenshire,760,760,0,2,3,5,0,0,0.000143521,4.342105263,7.027027027,23.55263158,36.29139073,0.399109351,-0.27131943,0.050433273,1.707840818,1.886064012,0.088585157,3.857196049,1.034744954,2.704515119
S01000535,Grampian,Aberdeenshire,1020,1020,0,3,5,4,0,0,0.00019262,4.019607843,4.182509506,20.09803922,26.72064777,0.280601434,-0.746706958,-0.153780509,0.769840531,0.149954498,-1.37236936,1.552125681,-0.487138935,0.873708752
S01000536,Grampian,Aberdeenshire,494,494,0,4,8,3,0,0,9.33E-05,1.619433198,3.076923077,4.858299595,18.94093686,-0.60138918,-0.931477132,-1.054658109,0.007374013,-2.580150408,-3.605721321,-1.478342291,-3.178396171,-1.725574194
S01000537,Grampian,Aberdeenshire,1056,1056,0,4,8,3,0,0,0.000199418,2.272727273,2.507836991,5.018939394,12.31953802,-0.361323632,-1.026585152,-1.045162094,-0.641569756,-3.074640633,-3.823017946,-2.305165259,-3.454251243,-2.528401552
S01000538,Grampian,Aberdeenshire,740,740,0,3,5,4,0,0,0.000139744,1.756756757,6.862745098,21.08108108,26.66666667,-0.550926981,-0.298774905,-0.095669255,0.764550003,-0.180821138,-1.357264097,1.151274135,-0.877852681,0.635105094
S01000539,Grampian,Aberdeenshire,990,966,24,2,3,5,0,0,0.000186955,4.761904762,10.54545455,29.29606625,24.94600432,0.553372799,0.316694724,0.389949024,0.595912961,1.855929508,1.540699222,2.149517611,0.969853551,2.67196003
S01000540,Grampian,Aberdeenshire,727,713,14,4,7,3,0,0,0.000137289,0,7.04845815,15.00701262,18.97810219,-1.196481242,-0.267737772,-0.454729996,0.011016477,-1.907932533,-3.117159589,-0.892299099,-2.467006572,-1.221666409
S01000541,Grampian,Aberdeenshire,592,592,0,3,6,4,0,0,0.000111795,1.013513514,6.285714286,19.25675676,21.86948854,-0.824046091,-0.39521068,-0.203511839,0.294392725,-1.128375886,-2.137297109,-0.09061254,-1.80465011,-0.293418065
S01000542,Grampian,Aberdeenshire,647,647,0,2,4,4,0,0,0.000122181,4.327666151,7.272727273,16.69242658,28.18035427,0.39380342,-0.230256989,-0.355098919,0.91290206,0.721349572,-0.592279272,2.021125851,-0.129147596,1.668198191
S01000543,Grampian,Aberdeenshire,832,832,0,4,7,3,0,0,0.000157117,1.923076923,3.305785124,10.9375,17.96116505,-0.489809418,-0.893228761,-0.695293999,-0.088650532,-2.16698271,-2.926405271,-1.394979228,-2.609420071,-1.532119335
S01000544,Grampian,Aberdeenshire,667,667,0,4,8,3,0,0,0.000125958,0.749625187,2.285714286,8.245877061,16.76923077,-0.921016963,-1.063707216,-0.854405826,-0.205468495,-3.0445985,-3.828873466,-2.166698955,-3.44486625,-2.426537364
S01000545,Grampian,Aberdeenshire,755,755,0,2,4,4,0,0,0.000142576,5.298013245,5.172413793,16.95364238,24.72677596,0.750376234,-0.581270061,-0.339657483,0.574427037,0.403875727,-1.16260071,1.858019872,-0.354916697,1.199056466
S01000546,Grampian,Aberdeenshire,860,860,0,3,5,4,0,0,0.000162405,2.790697674,7.234042553,16.39534884,27.0631068,-0.170985386,-0.236722139,-0.372660287,0.803403931,0.023036119,-0.9892774,1.238712847,-0.702075859,0.789199302
S01000547,Grampian,Aberdeenshire,543,543,0,4,8,3,0,0,0.000102542,0.920810313,3.597122302,11.23388582,13.08411215,-0.858111676,-0.844539287,-0.677773532,-0.566636101,-2.947060597,-3.277904291,-2.632406605,-3.478572111,-2.20679623
S01000548,Grampian,Aberdeenshire,1085,1085,0,3,6,4,0,0,0.000204895,3.594470046,5.498281787,12.35023041,21.40818268,0.124376324,-0.526809654,-0.611782258,0.249181498,-0.76503409,-1.802213698,0.2459806,-1.359187452,-0.054634492
S01000549,Grampian,Aberdeenshire,1219,1168,51,5,9,2,0,1,0.0002302,0.428082192,2.571428571,4.366438356,12.5548727,-1.039174158,-1.015957464,-1.083733853,-0.618505298,-3.757370773,-4.161580521,-3.274388894,-4.012934657,-3.317924587
S01000550,Grampian,Aberdeenshire,471,471,0,5,9,2,0,1,8.89E-05,1.061571125,1.428571429,3.821656051,13.0620985,-0.806386392,-1.206956474,-1.115937958,-0.568793594,-3.698074419,-4.375543227,-3.036979056,-4.121396683,-3.040592563
S01000551,Grampian,Aberdeenshire,892,860,32,4,7,3,0,0,0.000168448,1.279069767,4.405286344,14.88372093,19.73995272,-0.726462308,-0.709475571,-0.462018226,0.0856832,-1.812272905,-2.613575168,-0.926289781,-2.330942491,-1.151348663
S01000552,Grampian,Aberdeenshire,540,540,0,5,9,2,0,0,0.000101975,0.925925926,3.529411765,4.259259259,12.21374046,-0.856231845,-0.855855352,-1.090069608,-0.651938663,-3.454095468,-3.832514865,-3.080578379,-3.932733311,-2.756568834
S01000553,Grampian,Aberdeenshire,888,888,0,4,7,3,0,0,0.000167693,0.900900901,2.34375,13.06306306,20.27334852,-0.865427775,-1.054008048,-0.569644073,0.137959749,-2.351120147,-3.4898318,-1.14878402,-2.73184427,-1.769859316
S01000554,Grampian,Aberdeenshire,679,679,0,2,3,5,0,0,0.000128224,5.154639175,8.241758242,24.88954345,34.96062992,0.697690658,-0.068308527,0.129463098,1.577416876,2.336262105,0.724967142,4.028874976,1.375692598,3.292500658
S01000555,Grampian,Aberdeenshire,860,854,6,3,5,4,0,0,0.000162405,4.332552693,5.829596413,16.51053864,26.01431981,0.395599074,-0.471438984,-0.36585099,0.700615411,0.258924511,-1.090833148,1.539172531,-0.532701255,1.055084459
S01000556,Grampian,Aberdeenshire,812,812,0,2,4,4,0,0,0.000153341,4.556650246,4.504504505,22.90640394,29.24901186,0.477948056,-0.692893822,0.012232358,1.017638038,0.814924629,-0.887897239,2.386599059,0.061533155,1.585589587
S01000557,Grampian,Aberdeenshire,913,913,0,3,6,4,0,0,0.000172414,3.943044907,2.602230483,13.4720701,18.25307951,0.252466902,-1.010809721,-0.545466148,-0.060040857,-1.363849825,-2.658946905,-0.114719133,-1.947246427,-0.715915515
S01000558,Grampian,Aberdeenshire,547,496,51,5,9,2,0,0,0.000103297,0,3.205128205,11.89516129,14.05295316,-1.196481242,-0.910050961,-0.638683084,-0.471682851,-3.216898139,-3.956923175,-2.539564965,-3.620035722,-2.525178028
S01000559,Grampian,Aberdeenshire,668,644,24,2,4,4,0,0,0.000126147,3.726708075,4.787234043,23.60248447,28.70967742,0.172969747,-0.645642893,0.053380263,0.96477946,0.545486577,-0.988838742,2.001342152,-0.184864489,1.412587494
S01000560,Grampian,Aberdeenshire,1086,1078,8,1,2,5,0,0,0.000205084,5.009276438,9.657320872,29.68460111,36.77482793,0.644274308,0.168266152,0.412916762,1.755221072,2.980678293,1.563946217,4.553417195,2.175357886,3.7320586
S01000561,Grampian,Aberdeenshire,1012,1012,0,3,5,4,0,0,0.000191109,2.371541502,2.745098039,27.76679842,25.33062055,-0.325012431,-0.986933104,0.299548324,0.633608064,-0.378789148,-2.112712426,1.213187617,-0.852905658,0.242057507
S01000562,Grampian,Aberdeenshire,847,847,0,2,4,5,0,0,0.00015995,2.12514758,9.223300971,25.50177096,35.65107459,-0.415554645,0.095730951,0.16565414,1.645085322,1.490915768,-0.272545245,3.510164081,0.70093839,2.342319663
S01000563,Grampian,Aberdeenshire,1145,1122,23,1,1,6,1,0,0.000216225,8.556149733,11.64021164,39.39393939,42.43577545,1.947641527,0.499655054,0.986871802,2.31003384,5.744202224,3.768684044,7.565081734,4.817575184,6.596723277
S01000564,Grampian,Aberdeenshire,927,919,8,1,2,6,1,0,0.000175057,5.875952122,10.25641026,36.12622416,41.63614164,0.962751057,0.268388447,0.793705021,2.231664089,4.256508613,2.477552698,6.137186428,3.288334277,5.094112462
S01000565,Grampian,Aberdeenshire,796,796,0,3,6,4,0,0,0.000150319,3.391959799,5.314009662,13.94472362,17.72315653,0.049960016,-0.557605974,-0.517525844,-0.111977045,-1.137148847,-1.830242497,-0.456361589,-1.791245119,-0.364287303
S01000566,Grampian,Aberdeenshire,867,867,0,2,3,5,0,0,0.000163727,4.959630911,8.154506438,26.98961938,34.8502994,0.626031098,-0.082890409,0.253606385,1.566603707,2.363350781,0.819693005,3.966152357,1.566117579,3.201057666
S01000567,Grampian,Aberdeenshire,824,824,0,3,5,4,0,0,0.000155607,4.126213592,6.306306306,18.56796117,23.63405337,0.319775779,-0.391769256,-0.244229105,0.467332519,0.151109937,-0.848046166,1.09479351,-0.622342759,1.023407388
S01000568,Grampian,Aberdeenshire,526,525,1,3,6,3,0,0,9.93E-05,3.80952381,2.054794521,11.04761905,19.84126984,0.203401991,-1.102299482,-0.688784453,0.095612993,-1.492068952,-2.970679012,-0.098405944,-2.191728431,-0.595292101
S01000569,Tayside,Angus,759,759,0,4,7,3,0,0,0.000143332,1.712779974,6.593406593,15.15151515,10.79622132,-0.567087101,-0.343787869,-0.446187915,-0.790865532,-2.147928418,-2.580603388,-1.722450973,-2.787257378,-1.334689462
S01000570,Tayside,Angus,892,892,0,4,8,3,0,0,0.000168448,1.905829596,5.188679245,10.0896861,10.56257176,-0.496147282,-0.578551711,-0.745411427,-0.813764837,-2.633875256,-2.95038647,-2.28946896,-3.166520161,-1.933605369
S01000571,Tayside,Angus,803,776,27,3,6,4,0,0,0.000151641,2.06185567,7.428571429,27.70618557,13.10160428,-0.438812482,-0.204211669,0.295965273,-0.564921749,-0.911980627,-1.6727189,-0.044711798,-1.636991946,-0.045961673
S01000572,Tayside,Angus,711,711,0,5,9,2,0,1,0.000134267,0,4.864864865,9.845288326,8.625730994,-1.196481242,-0.632668909,-0.759858687,-1.003588887,-3.592597725,-4.170288995,-3.016888017,-4.007099572,-2.936729938
S01000573,Tayside,Angus,538,538,0,5,9,2,0,0,0.000101598,0,8.163265306,2.973977695,9.622641509,-1.196481242,-0.081426591,-1.166047374,-0.905884628,-3.349839835,-4.354240316,-2.120902804,-3.993696808,-2.449815209
S01000574,Tayside,Angus,750,700,50,5,10,1,0,1,0.000141632,0,1.219512195,10.42857143,9.077809798,-1.196481242,-1.241895318,-0.725378656,-0.959281977,-4.123037193,-4.665045828,-3.565186817,-4.359096212,-3.620918092
S01000575,Tayside,Angus,640,640,0,4,8,3,0,0,0.00012086,1.25,3.144654088,14.21875,11.92368839,-0.737144557,-0.920157646,-0.501327127,-0.680365811,-2.83899514,-3.225412731,-2.464973753,-3.376410331,-2.162855952
S01000576,Tayside,Angus,542,542,0,4,8,3,0,0,0.000102353,3.505535055,3.676470588,5.904059041,11.13172542,0.091695441,-0.831278274,-0.992839385,-0.757983765,-2.490405983,-3.405975793,-1.292445065,-3.214105196,-1.618786831
S01000577,Tayside,Angus,567,543,24,5,10,2,0,1,0.000107074,0,4.316546763,8.287292818,6.87732342,-1.196481242,-0.724306097,-0.851957586,-1.174945156,-3.947690082,-4.479538519,-3.378487139,-4.382725318,-3.228338246
S01000578,Tayside,Angus,633,633,0,4,8,3,0,0,0.000119538,0.789889415,4.516129032,13.42812006,11.05769231,-0.906221094,-0.690951083,-0.548064199,-0.765239532,-2.910475907,-3.251840422,-2.585302185,-3.448255118,-2.138987805
S01000579,Tayside,Angus,884,859,25,5,9,2,0,1,0.000166937,1.164144354,4.149377593,4.656577416,7.01754386,-0.768693875,-0.7522441,-1.066582656,-1.161202564,-3.748723195,-4.20460826,-3.239631346,-4.146564489,-3.113374007
S01000580,Tayside,Angus,956,956,0,5,10,1,0,1,0.000180534,0.418410042,2.272727273,3.242677824,4.329461457,-1.042728377,-1.06587766,-1.150163511,-1.424653592,-4.683423139,-5.087233091,-4.325895104,-4.915602439,-4.214632571
S01000581,Tayside,Angus,700,700,0,5,10,1,0,1,0.00013219,0.571428571,2.197802198,5.428571429,6.733524355,-0.986498758,-1.078399448,-1.020947223,-1.189038478,-4.274883907,-4.476695895,-4.094154972,-4.56463294,-3.73433793
S01000582,Tayside,Angus,648,648,0,3,5,4,0,0,0.00012237,5.24691358,6.593406593,14.19753086,20.41139241,0.731598674,-0.343787869,-0.502581469,0.151489024,0.036718359,-1.212161379,1.33811154,-0.768818878,0.941151096
S01000583,Tayside,Angus,939,939,0,4,8,3,0,0,0.000177324,1.490947817,6.271777003,7.135250266,13.82743363,-0.648603619,-0.397539936,-0.9200591,-0.493785355,-2.45998801,-2.971466599,-1.996919262,-2.968324784,-1.789762586
S01000584,Tayside,Angus,840,840,0,3,5,4,0,0,0.000158628,2.261904762,9.589041096,21.66666667,24.04438964,-0.365300573,0.156854953,-0.061053116,0.507548366,0.238049631,-0.558729705,1.031611064,-0.547641587,1.040113832
S01000585,Tayside,Angus,1224,1224,0,3,6,4,0,0,0.000231144,1.715686275,7.508532423,21.56862745,16.48258284,-0.566019124,-0.190848257,-0.066848578,-0.233562013,-1.057277973,-1.577477848,-0.632551851,-1.608640963,-0.376546928
S01000586,Tayside,Angus,722,722,0,4,7,3,0,0,0.000136345,1.108033241,7.211538462,9.141274238,18.46590909,-0.789312989,-0.240483116,-0.801475574,-0.039182058,-1.870453736,-2.742433851,-1.046198533,-2.479611813,-1.14354318
S01000587,Tayside,Angus,658,658,0,2,4,4,0,0,0.000124259,1.367781155,11.11111111,22.94832827,26.38230648,-0.693863592,0.411229586,0.014710661,0.736680699,0.468757354,-0.927028141,1.759965007,-0.44817793,1.450104123
S01000588,Tayside,Angus,576,558,18,4,8,3,0,0,0.000108774,0,7.751937984,14.15770609,11.15173675,-1.196481242,-0.150169314,-0.504935659,-0.756022514,-2.607608729,-3.626330355,-1.618479676,-3.307524445,-1.660971411
S01000589,Tayside,Angus,709,707,2,4,7,3,0,0,0.00013389,1.555869873,5.780346821,12.02263083,12.02898551,-0.624746753,-0.47966978,-0.631147886,-0.670045951,-2.40561037,-2.565362538,-2.19740872,-3.018664969,-1.626119062
S01000590,Tayside,Angus,846,788,58,4,8,3,0,0,0.000159761,2.411167513,4.205607477,9.898477157,7.436918991,-0.310451087,-0.742846729,-0.756714497,-1.120100845,-2.930113158,-3.617056819,-2.200870154,-3.511206792,-2.292152914
S01000591,Tayside,Angus,775,775,0,4,8,3,0,0,0.000146353,1.290322581,4.784688995,8,10.22280472,-0.722327244,-0.646068232,-0.868940532,-0.847064402,-3.08440041,-3.321109733,-2.825733669,-3.593209166,-2.431326915
S01000592,Tayside,Angus,875,865,10,3,6,4,0,0,0.000165238,3.23699422,8.040201005,14.21965318,14.82352941,-0.006985085,-0.101993606,-0.501273737,-0.396160946,-1.006413373,-1.55527507,-0.444784871,-1.727479055,-0.161526171
S01000593,Tayside,Angus,1555,1428,127,5,9,2,0,0,0.000293651,2.030812325,4.6875,3.921568627,9.116607774,-0.45021996,-0.662310859,-1.110031755,-0.955479502,-3.178042075,-3.831730093,-2.449690214,-3.546453706,-2.657854598
S01000594,Tayside,Angus,1331,1250,81,5,10,2,0,1,0.00025135,1.28,3.305785124,2.16,7.903225806,-0.726120476,-0.893228761,-1.214164618,-1.074399489,-3.907913344,-4.379836345,-3.392418135,-4.211479192,-3.448035486
S01000595,Tayside,Angus,758,758,0,4,8,3,0,0,0.000143143,0.791556728,5.527638191,11.21372032,9.324324324,-0.905608407,-0.521903491,-0.67896559,-0.935121815,-3.041599303,-3.47795787,-2.570724188,-3.543588647,-2.351915137
S01000596,Tayside,Angus,795,795,0,5,10,2,0,1,0.00015013,0,2.884615385,8.176100629,8.419689119,-1.196481242,-0.963616389,-0.85853057,-1.023782443,-4.042410644,-4.373146017,-3.747688177,-4.342988286,-3.448110202
S01000597,Tayside,Angus,965,965,0,5,9,2,0,1,0.000182234,1.139896373,3.345724907,5.699481865,7.796257796,-0.777604265,-0.886553859,-1.004932701,-1.084883108,-3.753973934,-4.041266284,-3.446333126,-4.11787616,-3.190744171
S01000598,Tayside,Angus,1348,1348,0,5,10,1,0,1,0.00025456,1.261127596,3.422982885,2.151335312,4.658151766,-0.733055506,-0.873642186,-1.21467682,-1.392439624,-4.213814136,-4.877259286,-3.509375303,-4.489648174,-3.762140178
S01000599,Tayside,Angus,1145,1145,0,5,10,2,0,1,0.000216225,0.524017467,4.444444444,4.366812227,7.719609583,-1.003920885,-0.702931308,-1.083711752,-1.092395174,-3.882959119,-4.239727663,-3.425411223,-4.201886616,-3.382859065
S01000600,Tayside,Angus,776,776,0,4,8,3,0,0,0.000146542,0.644329897,6.046511628,3.221649485,13.93229167,-0.959709755,-0.435187217,-1.151406574,-0.483508528,-3.029812074,-3.802711888,-2.303523982,-3.533859269,-2.324231164
S01000601,Tayside,Angus,1232,1232,0,5,10,2,0,1,0.000232655,1.866883117,2.88184438,2.353896104,7.177814029,-0.510458919,-0.964079491,-1.202702699,-1.145494958,-3.822736067,-4.43235775,-3.058372978,-4.148738329,-3.332484896
S01000602,Tayside,Angus,743,743,0,5,9,2,0,0,0.00014031,1.884253028,2.857142857,6.191117093,10.97560976,-0.504076009,-0.968207711,-0.975870317,-0.773284201,-3.221438239,-3.700975588,-2.703579673,-3.684529109,-2.589936279
S01000603,Tayside,Angus,1022,1022,0,5,9,2,0,1,0.000192998,0.489236791,4.982206406,4.011741683,8.846918489,-1.016701717,-0.613058306,-1.104701291,-0.981910953,-3.716372267,-4.130952816,-3.197712101,-4.0944584,-3.174685673
S01000604,Tayside,Angus,976,914,62,5,10,2,0,1,0.000184311,0,3.831417625,4.704595186,9.549945115,-1.196481242,-0.805382884,-1.063744147,-0.913009387,-3.978617661,-4.372484094,-3.613386871,-4.28969229,-3.414611323
S01000605,Tayside,Angus,813,739,74,5,9,2,0,1,0.000153529,0,4.615384615,10.28416779,7.142857143,-1.196481242,-0.67436308,-0.733914892,-1.148920979,-3.753680193,-4.363237985,-3.106561504,-4.116537494,-3.114000374
S01000606,Tayside,Angus,860,820,40,2,3,5,0,0,0.000162405,2.682926829,12.30769231,44.75609756,29.7188755,-0.210587868,0.611207183,1.303848883,1.063687987,2.768156186,1.158368089,4.113616391,1.861324397,3.671748337
S01000607,Tayside,Angus,752,750,2,4,7,3,0,0,0.00014201,1.6,7.692307692,12,10.82543978,-0.608530284,-0.160134975,-0.632485678,-0.788001917,-2.189152855,-2.717392507,-1.513319751,-2.872678261,-1.411591335
S01000608,Tayside,Angus,1195,1195,0,2,3,5,0,0,0.000225667,2.426778243,11.49425287,40.58577406,25.53588071,-0.304714622,0.475261821,1.057325575,0.653725006,1.881597781,0.519084913,2.986439386,1.183364616,2.500375406
